cookie,lat,lon,impressions
Tn5LnVL9DjRcOCa,40.48790838057801,72.41667191388407,5
Tn5LnVL9DjRcOCa,34.019206426568495,118.63712484237941,4
SjExrrkZvl12k05,39.37564284406411,73.07410506040537,7
SjExrrkZvl12k05,37.26252647903142,76.78579086817463,1
SjExrrkZvl12k05,33.38281622430923,120.87316509505258,3
fwN0yAl9GtRoAnY,39.74530245080723,73.41376955324502,9
fwN0yAl9GtRoAnY,29.707925412419083,114.51831832846085,6
laSq5tUROYvMcID,35.987182257932865,70.9485428170675,8
laSq5tUROYvMcID,49.58483181218814,80.90076468114596,9
laSq5tUROYvMcID,32.40183515888289,119.23921294390318,2
lJuqKJuDA3w5BZz,35.196461244785944,67.19636530201271,1
lJuqKJuDA3w5BZz,43.515981313319536,73.65216426463333,9
lJuqKJuDA3w5BZz,32.266869276965146,121.28798594372765,1
cdkFNkwOneAQrND,40.871978114925106,77.49808378445904,25
cdkFNkwOneAQrND,35.318403403458156,118.14239778398128,5
Lc3Rb0Gjd52eV3f,37.286467679140564,71.99074343023271,5
Lc3Rb0Gjd52eV3f,34.176036891128426,114.11621757788184,3
JVLsLcx55JY1RZB,42.7319052319776,71.18516962702243,13
JVLsLcx55JY1RZB,33.81971068316379,118.69480880388576,3
DFnWOsYjpNFSw4u,39.76593515279033,71.96487033995024,4
DFnWOsYjpNFSw4u,22.660079266617146,117.43988406231827,5
lpVHS3s9iJN9rg7,41.102657959408575,75.60185215751854,25
lpVHS3s9iJN9rg7,38.379397699509454,124.64333653297463,3
kS5awEFgijnfKpC,41.755844781915776,78.05531169068404,5
kS5awEFgijnfKpC,38.266701978139615,72.0055290131853,8
kS5awEFgijnfKpC,31.132763454812704,120.64605941353463,4
nNi7JzDeLIqC7Gi,42.64081965416377,77.65409648512363,18
nNi7JzDeLIqC7Gi,34.045461581832924,120.1289558175804,2
tvwF4qazBMkEBtP,44.13005155143345,74.18666726455915,15
tvwF4qazBMkEBtP,35.725465671032595,76.49850262450273,1
tvwF4qazBMkEBtP,37.391938969955234,118.07618102141113,7
cdBUHoZRBS0mRXN,40.248654310518795,68.55973882317514,15
cdBUHoZRBS0mRXN,33.134456428208956,110.64293717592983,5
T4g7WskDNNfOzUt,42.23113248904571,66.84707675155103,1
T4g7WskDNNfOzUt,39.14981212446014,65.10567586896471,7
T4g7WskDNNfOzUt,32.541903587249664,121.1444382579104,1
lC18SA8sWsRldOJ,40.89142474919169,67.16853052389644,1
lC18SA8sWsRldOJ,33.99722558211633,71.33389922352306,13
lC18SA8sWsRldOJ,32.951023005313594,119.04063106342262,3
z38D6CRkiCUH1Je,41.51507597608087,71.37049653688885,22
z38D6CRkiCUH1Je,43.17836555962354,118.7433276699708,4
meyO2Y4fOq3ZvpG,40.405664717974,76.07244506977314,12
meyO2Y4fOq3ZvpG,29.60099363515623,117.82180481761752,5
KuPG6y3WgCom6OZ,41.3654865644748,81.71798151797154,19
KuPG6y3WgCom6OZ,38.081734027238795,121.65948375663403,2
VjigIqWnYJMXBkJ,35.195110596417834,69.81780512556003,21
VjigIqWnYJMXBkJ,31.868088255428365,116.37678053467899,2
px8OpJHykJjcTM8,41.33450384911823,74.2546607195852,11
px8OpJHykJjcTM8,41.81470060903014,76.62582159668962,10
px8OpJHykJjcTM8,37.182786419816146,123.82956379721416,3
4A4ZV38VHHUKl6E,34.25412495855399,74.56881331863599,10
4A4ZV38VHHUKl6E,31.959889607856613,121.54580986217137,1
KzBsGh8zNkgJddb,36.25825836671673,71.88864871897405,12
KzBsGh8zNkgJddb,42.91508840852675,73.9163821501559,24
KzBsGh8zNkgJddb,32.2485654774852,119.0939179314734,9
eNMQM0vh18nQfVY,42.358825909005816,76.23457659487183,13
eNMQM0vh18nQfVY,34.42609483365277,118.81499696284696,2
a57XcvW4vxZ473U,43.4738269134965,75.00545432391867,16
a57XcvW4vxZ473U,35.43284472394328,75.32401181842167,1
a57XcvW4vxZ473U,31.144847714411622,115.06843413187622,2
hkvRWXnqTT2hrac,42.84836197485057,78.28960206115806,1
hkvRWXnqTT2hrac,36.22680462005066,123.39193830402944,1
pXP2e9mM6kkeYwt,43.754653115690175,72.24584411337179,1
pXP2e9mM6kkeYwt,42.76259333206161,78.9201611530591,19
pXP2e9mM6kkeYwt,34.34449618019611,121.62297778353764,3
DcRbZkX92pDKHL8,38.39943569562483,78.36694068530838,2
DcRbZkX92pDKHL8,38.92709247431542,74.97689122053248,7
DcRbZkX92pDKHL8,40.590897749939415,115.37975502893484,3
z70255CEsUQPmLw,45.21631059905073,74.54658057140706,19
z70255CEsUQPmLw,31.832023994734797,117.14301511588675,2
pDwUTusdFjPjwQM,45.81977404271552,68.16147829997321,2
pDwUTusdFjPjwQM,35.946557663016954,116.19850735300903,3
sfAW2avORX4ZT1F,42.836078769806015,75.4930047585235,2
sfAW2avORX4ZT1F,31.420469993049824,113.60916167992413,2
4mZGAbuXKO3Qo6I,32.7700670117764,77.27771795135502,3
4mZGAbuXKO3Qo6I,44.110199052352215,76.37621109145968,39
4mZGAbuXKO3Qo6I,34.191941862865576,122.65446358685001,5
pa9fn7FOC04FKXZ,40.15165224772746,72.95804390581766,12
pa9fn7FOC04FKXZ,40.05962206568236,73.27405223293694,14
pa9fn7FOC04FKXZ,34.636506476625776,118.06182692321086,6
6kXq4DMYsjKrLwf,42.385536446712806,73.34615527101005,5
6kXq4DMYsjKrLwf,37.68621396142319,121.33442037742951,8
VcZsVQOQPAyz00E,42.96007943621742,75.21172666490662,1
VcZsVQOQPAyz00E,31.335909655573985,122.02607495593458,1
E2KHEHzA5lAIZtH,41.58645194811889,69.94101148201557,7
E2KHEHzA5lAIZtH,34.937639180191,112.55644218912833,2
9iVEePY5KXgRpPf,42.25730746468597,72.47817948824621,26
9iVEePY5KXgRpPf,37.14631910834262,115.95588488609417,6
WkwvVLxSjRHxG5P,40.207398583373994,80.29545645140875,31
WkwvVLxSjRHxG5P,27.73068468502131,116.61783455057733,5
GRLd5YubtEAyQlT,37.51599743396388,78.17300271371093,17
GRLd5YubtEAyQlT,42.45354354391722,76.06689910803945,7
GRLd5YubtEAyQlT,32.7780957964131,118.6451162512568,6
2X2ZBYw0vN6W5pX,38.0641072381937,76.83087459372793,6
2X2ZBYw0vN6W5pX,36.582675513913934,71.59679932461631,8
2X2ZBYw0vN6W5pX,33.85729684675733,121.27090109142986,1
diL9uidQfbrPZYd,40.18112002694679,73.54325657663104,2
diL9uidQfbrPZYd,36.09642223474766,116.2368557998968,1
AsIboE6VpP8liw6,38.91990191387974,73.77278336907243,10
AsIboE6VpP8liw6,41.93722603329606,76.97260371569891,10
AsIboE6VpP8liw6,32.26376070993634,116.36830522015835,1
wffozKQkAi7BA97,37.498087095116446,72.30132124267944,13
wffozKQkAi7BA97,37.14701466165411,76.31839416702852,1
wffozKQkAi7BA97,33.55679223088094,116.25680656456387,6
RaTLueWZCzjSsd1,45.44566958379557,68.91717927817956,3
RaTLueWZCzjSsd1,33.07464159995425,119.53257175108011,4
x0DHdKd9q1tJlMn,37.60108117771967,76.26958220255631,11
x0DHdKd9q1tJlMn,28.8655729701943,114.47907297101821,6
KJOIbSDiRDe89R7,44.26566123958073,73.07219977657064,14
KJOIbSDiRDe89R7,38.71438855966633,74.69574665621487,14
KJOIbSDiRDe89R7,26.60201447161948,120.31769745395907,3
xdx58SVBtxisreg,40.60787940051858,75.24392111579446,19
xdx58SVBtxisreg,36.30529160511119,72.41992414426069,22
xdx58SVBtxisreg,33.651358559332955,116.14523165658606,3
Lxdrm3ZBgJ01n7r,37.95540372596905,77.49744094776081,11
Lxdrm3ZBgJ01n7r,36.966873509012416,123.07774055589971,6
nPKHjz4XuXLjNat,37.26692302361535,122.07891585046832,23
nPKHjz4XuXLjNat,34.099158977056476,122.0618428713278,8
nPKHjz4XuXLjNat,43.39768927744573,78.70239120160778,6
OoZYvAABOK8MpNu,34.3349700989725,115.26199098055645,9
OoZYvAABOK8MpNu,40.3627586926474,77.34552468144265,5
bv7jb8IcBPt5Ltu,32.57480639823773,117.09829384211591,10
bv7jb8IcBPt5Ltu,39.94810165519058,72.23042255682574,1
SjIdtw8LPsFqC4H,32.99722499093474,113.11099545091773,17
SjIdtw8LPsFqC4H,35.18640399733568,113.24902999638994,1
SjIdtw8LPsFqC4H,38.813916529758295,75.3977283539417,3
PJqpUjktDxT6Hnv,40.196228931320015,114.25632061523932,5
PJqpUjktDxT6Hnv,38.11478317461558,77.9177879350979,1
AQTT3ls2mO33hJK,36.636782450862434,121.59893197940232,21
AQTT3ls2mO33hJK,35.115787274216444,116.74830210060337,17
AQTT3ls2mO33hJK,41.575386711840856,68.17204277239846,1
cvsPwm76aEMBtiL,32.35428498954682,120.13905398501836,32
cvsPwm76aEMBtiL,41.49228849009617,72.718267420518,2
P7WoOvi9arjw9Y5,34.34532663446334,115.68093392938188,16
P7WoOvi9arjw9Y5,31.508188821731643,120.75827217719323,14
P7WoOvi9arjw9Y5,37.3123744317667,74.71018747671745,1
ugRKYkq4lXlFnCw,38.49197711828024,117.71447297931674,6
ugRKYkq4lXlFnCw,32.11298301580429,120.14179462651225,12
ugRKYkq4lXlFnCw,41.32288135848918,72.01390226495785,5
8VZYKXzTFPEe5TZ,28.682323897143032,115.9940712317912,1
8VZYKXzTFPEe5TZ,39.370846316406364,71.59169817890967,1
R3aoS4yr0uXNBKn,36.110593139595004,119.0502462455092,31
R3aoS4yr0uXNBKn,39.80633201705173,71.40807279836105,2
xlBcZLHtiogfmdy,31.04226659200062,119.6397246079941,16
xlBcZLHtiogfmdy,31.264798093579756,120.2685344475719,9
xlBcZLHtiogfmdy,41.920301690724465,74.65009445857966,1
iBK8oiA48Ht2Ny2,37.105395754656584,117.12901666131725,14
iBK8oiA48Ht2Ny2,31.715562627823832,116.3438082143113,11
iBK8oiA48Ht2Ny2,44.129522549204275,74.97005509298918,4
mkkCJ48GPs3QMN8,31.536824849612444,117.34728297471055,13
mkkCJ48GPs3QMN8,45.30268457305981,72.96506019293739,1
0PFARBmT6ALY8tS,31.433917548582258,113.10782166222899,13
0PFARBmT6ALY8tS,41.950215856437396,78.61095759343146,3
stdjSXIbzYvN3t8,34.59256965406121,125.78506126365416,1
stdjSXIbzYvN3t8,38.88892273392001,115.46626941109233,24
stdjSXIbzYvN3t8,37.19591431714826,77.4727790262133,4
PPhUck0Krpe2nRw,35.1726562352079,120.67116089062385,2
PPhUck0Krpe2nRw,36.50153969173066,116.32829862455071,8
PPhUck0Krpe2nRw,37.450512660937086,79.31658046853798,1
3shCPyPOra01iFu,35.265113730936626,116.60710318355457,18
3shCPyPOra01iFu,30.200355188485073,114.48795428190056,12
3shCPyPOra01iFu,37.84430260980706,75.10461478093261,1
RrAvFltqb1TzE5h,35.5424191174256,120.55362793416913,10
RrAvFltqb1TzE5h,27.806659163396887,117.51409721378522,6
RrAvFltqb1TzE5h,40.73427361724093,70.46015720690338,4
QTP5HroNmKQeF59,30.924040494749818,118.28745594681519,1
QTP5HroNmKQeF59,36.957620811530184,73.31084775450708,6
TmLjI8nN9gfLWRn,38.03326233393771,116.74346642049487,7
TmLjI8nN9gfLWRn,39.51363282803198,72.48404166210462,4
TMENYL4j7vEty47,35.722375234309744,117.02319579093368,1
TMENYL4j7vEty47,28.447993831934852,123.82023135012231,2
TMENYL4j7vEty47,40.44160538547963,74.16117842568342,1
NIqL0zJnZLkIU4b,32.3458803179295,118.80593315905335,1
NIqL0zJnZLkIU4b,39.39822892228176,73.19719554717012,2
htip4jmn20j9N4q,29.40208981375908,122.24941803832174,1
htip4jmn20j9N4q,45.12012473086515,77.40820862480146,8
1pcUDVIUWEcp0xv,39.930969170590224,117.43142382886228,1
1pcUDVIUWEcp0xv,33.25541750423962,122.18543094778312,13
1pcUDVIUWEcp0xv,43.09300508924607,73.17520153632354,1
Xs2p7YI1wYpv9eo,35.261110780440426,119.45743414331459,18
Xs2p7YI1wYpv9eo,41.18899626424238,71.95954519271866,3
mAXtAGZc11HSaXl,42.51523252321611,118.48712767909845,1
mAXtAGZc11HSaXl,38.07121146297936,117.49816378686704,1
mAXtAGZc11HSaXl,39.87611205724417,72.36493004818831,3
2nHw31xl5g6RDcX,33.3843924393561,119.88299600023652,10
2nHw31xl5g6RDcX,29.539338190510538,120.23490611584091,1
2nHw31xl5g6RDcX,46.0250857026172,66.00392431743575,4
daOsbOvkkpt4Zrv,33.99301227925891,117.94569046025606,15
daOsbOvkkpt4Zrv,34.39918713364572,119.82337365319106,7
daOsbOvkkpt4Zrv,36.166687104848776,68.95157916320582,5
3nWP6lH7EIJoz9z,32.756697498296276,114.53417976737676,4
3nWP6lH7EIJoz9z,40.98613590031079,70.32770760067962,5
BrQ2ixqg5JY5b3G,31.140176026626744,119.5716441899923,20
BrQ2ixqg5JY5b3G,36.76904171072365,122.45297687789648,6
BrQ2ixqg5JY5b3G,40.594906335636054,72.98903032468789,1
aKqDseFXcsFB151,34.31553347912943,112.70773614904326,1
aKqDseFXcsFB151,38.8501110742085,76.64394898792521,3
jlC7SgoA9sMKpEu,34.12389709704165,115.38661007324777,24
jlC7SgoA9sMKpEu,45.40982443662092,77.91610616702545,6
xQZzaY4Qrwbcd8X,34.07585983667671,115.83199791066993,6
xQZzaY4Qrwbcd8X,43.14149072695677,78.14547315686637,2
G48sd0cGVKChY0d,39.36844583105792,120.08493662276769,10
G48sd0cGVKChY0d,38.725953307738166,66.10970865860781,2
iPRPvpuu8IQvmWu,34.07027932079878,122.3448168983911,1
iPRPvpuu8IQvmWu,44.55566543992898,72.67654909831484,3
usoNGkliLzAjQyU,31.197546092988723,117.91217656308658,1
usoNGkliLzAjQyU,36.03510276866595,118.99743856229242,23
usoNGkliLzAjQyU,38.74210454650627,74.50731933585972,3
7S5Ey82u0rxCvhR,35.76116869206839,118.14436928991297,1
7S5Ey82u0rxCvhR,37.87344626083502,77.46451937577562,1
09qLsoxXz9qlMpm,31.62594439410825,117.95408823429834,1
09qLsoxXz9qlMpm,35.7288312014805,120.13812441375099,10
09qLsoxXz9qlMpm,40.48571094426943,73.61667578500986,1
v3x2nCBp5ubnbWU,33.601094563178826,118.18100644091888,8
v3x2nCBp5ubnbWU,33.44718743305696,81.21560789207555,5
C9QFMDK1nz8ayPf,35.499384685612554,115.99557107274772,1
C9QFMDK1nz8ayPf,33.35273358098041,121.41348119758631,10
C9QFMDK1nz8ayPf,39.26250133870343,72.77419131697283,1
TDAvlXzPfzBqtLM,30.92087963560175,117.88610755158311,1
TDAvlXzPfzBqtLM,33.28693948348494,119.47228638729058,5
TDAvlXzPfzBqtLM,41.921641393095854,73.1146397215325,1
8cKZBwtxzCGh17j,35.89347648540431,115.18374528380822,10
8cKZBwtxzCGh17j,35.62289744718109,72.11333076257814,3
IzfaRU0xUHmwewJ,36.709544014298245,121.48617713812072,33
IzfaRU0xUHmwewJ,39.13545763011204,119.39058721107736,13
IzfaRU0xUHmwewJ,39.41033855254446,78.35212327939915,6
csQ41JfWlqEVGUi,36.14750348296094,119.1712975134856,9
csQ41JfWlqEVGUi,37.54888975946995,74.12500596966974,5
8sMn7lPQ5q4l5XV,33.1228019598949,115.84324449845406,19
8sMn7lPQ5q4l5XV,42.19459525481914,70.45361709136174,5
rFFqEgV3SGhds4Y,34.3510905849605,115.3016362418372,14
rFFqEgV3SGhds4Y,31.748957052024753,120.97827908104122,18
rFFqEgV3SGhds4Y,38.762462042186144,70.01322904394608,5
vFunkin9xerLoHh,27.15041270304504,118.58658410118736,2
vFunkin9xerLoHh,38.81396744777102,76.2577733492998,3
9vsaXPcqrzf0eEN,33.00788580301449,121.61652294438244,14
9vsaXPcqrzf0eEN,41.06101788641865,72.37324378563845,5
Ho9PqTqwoWZDKrF,30.879175040691223,111.60325684543187,5
Ho9PqTqwoWZDKrF,33.38266804090755,69.38544629193332,5
biD3UKo7egruwow,32.73649447260872,114.74332615443397,1
biD3UKo7egruwow,40.134311982097344,74.8892736591961,1
9yasPADnt2F2vPz,33.88713937732989,118.97964612217994,5
9yasPADnt2F2vPz,42.35988350665909,79.20354497695362,2
2i4rSCyl94ETBpW,33.02310594759349,120.80177846538541,1
2i4rSCyl94ETBpW,35.54071821500272,120.62477018906044,18
2i4rSCyl94ETBpW,45.134146522282705,74.21969758885594,5
5LinDQbtZiIi2IE,38.96980673989722,116.4237007525163,1
5LinDQbtZiIi2IE,39.221954619769,80.37433256160766,3
mj8CntIfxJJISWD,36.48658102040323,116.0730127633406,7
mj8CntIfxJJISWD,38.654533475072064,73.91006475155383,2
mmR1ewWmJHkJwwn,33.374672992678576,122.67123475470157,44
mmR1ewWmJHkJwwn,40.13056213004149,72.99751140455068,2
vRGelfBqNoCQme0,33.08159185264949,119.34263924058556,29
vRGelfBqNoCQme0,37.71199940530494,72.70787228444223,3
GZPFGVmvnFtg33j,35.525794456344926,119.36076509808358,11
GZPFGVmvnFtg33j,43.350095471286465,77.77747088943462,3
AB1qKRmPnohJzk8,30.702640014835808,121.16821785524724,8
AB1qKRmPnohJzk8,39.11926246715526,120.1721912419572,1
AB1qKRmPnohJzk8,41.94540185825221,73.02929174459375,6
pA9bG5F2LfDMD8J,29.29319352156338,118.49749643820095,6
pA9bG5F2LfDMD8J,43.93707242737744,71.50821139734092,1
mg4zOzr7oNgxdQj,36.05532517876886,127.96347785915596,9
mg4zOzr7oNgxdQj,31.325018220435012,120.16857094006475,8
mg4zOzr7oNgxdQj,40.013512199451164,69.86711229611191,1
a5Jiv6roloQcOI8,37.75678209456639,112.8286265185477,19
a5Jiv6roloQcOI8,36.068073591172016,73.2391771045129,1
PXkjmkfvt74LfyG,31.956541254376862,118.00546051668314,3
PXkjmkfvt74LfyG,37.63820562049574,74.94954312944513,4
8z4QwmDjjd8BcZt,35.4868550919629,119.97082340299627,1
8z4QwmDjjd8BcZt,26.90835246917387,115.66793594629644,19
8z4QwmDjjd8BcZt,44.693053436338815,79.61689666776687,2
wL6j8AYyG3lbqUL,33.14746627410027,114.28097590615327,6
wL6j8AYyG3lbqUL,42.06741975983115,68.96258913377353,1
YL28efelxO6aEkt,32.02546475984192,115.51204577475885,10
YL28efelxO6aEkt,34.74266066597426,117.41682320814309,3
YL28efelxO6aEkt,42.846677630459624,76.19545662658733,4
hCL6R8yqcSbWFbf,38.07792476835606,114.67385761282772,36
hCL6R8yqcSbWFbf,37.317096123787756,119.9844428690346,23
hCL6R8yqcSbWFbf,34.36999126941893,74.8218577412015,4
OnO3yfGcTBejpT4,35.78017180851007,116.00291810676278,5
OnO3yfGcTBejpT4,40.23526238972809,76.19363307844677,2
8EG73soHyyUDlJI,31.27384009487833,116.66290589134076,12
8EG73soHyyUDlJI,28.7355508867797,123.20562424403161,9
8EG73soHyyUDlJI,40.19044285971247,74.63762235499051,5
sAPRVTHJuK3ZDkU,34.728922476522804,125.61965565533824,3
sAPRVTHJuK3ZDkU,43.93895883138398,80.1897787937267,6
HXCkc47u8ocE25O,32.15326001946379,119.33727885315845,6
HXCkc47u8ocE25O,36.751186912009615,115.66979337636832,8
HXCkc47u8ocE25O,40.763051215006364,73.23671249495284,1
XFTFeaK0rXfDUKI,33.084855707823934,113.7704304419386,13
XFTFeaK0rXfDUKI,42.090624382269084,72.1160327542262,8
